,vorname,anzahl,jahr
12328,Kiano,7,2021
12329,Kiara,21,2012
12330,Kiara,14,2013
12331,Kiara,8,2014
12332,Kiara,5,2015
12333,Kiara,11,2016
12334,Kiara,5,2017
12335,Kiara,4,2018
12336,Kiara,6,2019
12337,Kiara,2,2020
12338,Kiara,11,2021
12339,Kiara,10,2022
12340,Kiki,2,2016
12341,Kiki,2,2022
12342,Kilian,45,2012
12343,Kilian,42,2013
12344,Kilian,39,2014
12345,Kilian,51,2015
12346,Kilian,48,2016
12347,Kilian,38,2017
12348,Kilian,58,2018
12349,Kilian,41,2019
12350,Kilian,49,2020
12351,Kilian,47,2021
12352,Kilian,32,2022
12353,Killian,2,2015
12354,Killian,2,2016
12355,Kim,18,2012
12356,Kim,16,2013
12357,Kim,19,2014
12358,Kim,13,2015
12359,Kim,13,2016
12360,Kim,4,2017
12361,Kim,4,2019
12362,Kim,6,2020
12363,Kim,11,2022
12364,Kimberley,2,2014
12365,Kimberly,10,2012
12366,Kimberly,18,2013
12367,Kimberly,11,2014
12368,Kimberly,14,2015
12369,Kimberly,8,2016
12370,Kimberly,2,2017
12371,Kimberly,5,2018
12372,Kimberly,4,2019
12373,Kimberly,2,2020
12374,Kimberly,4,2021
12375,Kimi,2,2013
12376,Kimi,2,2014
12377,Kimi,2,2015
12378,Kimi,4,2016
12379,Kimi,2,2019
12380,Kimi,4,2021
12381,Kinan,2,2014
12382,Kinan,2,2017
12383,Kinan,2,2020
12384,Kinan,3,2022
12385,King,2,2013
12386,King,2,2018
12387,Kinga,3,2018
12388,Kinga,2,2022
12389,Kingston,2,2015
12390,Kira,19,2012
12391,Kira,19,2013
12392,Kira,16,2014
12393,Kira,14,2015
12394,Kira,22,2016
12395,Kira,20,2017
12396,Kira,28,2018
12397,Kira,20,2019
12398,Kira,28,2020
12399,Kira,25,2021
12400,Kira,25,2022
12401,Kiran,2,2015
12402,Kiran,2,2016
12403,Kiran,2,2019
12404,Kiran,2,2020
12405,Kirill,6,2014
12406,Kirill,3,2015
12407,Kirill,2,2016
12408,Kirill,2,2017
12409,Kirill,4,2019
12410,Kirill,2,2020
12411,Kirill,4,2022
12412,Kirilov,2,2014
12413,Kirilov,2,2016
12414,Kito,2,2019
12415,Kiyan,5,2012
12416,Kiyan,7,2013
12417,Kiyan,8,2014
12418,Kiyan,8,2016
12419,Kiyan,4,2017
12420,Kiyan,8,2018
12421,Kiyan,10,2019
12422,Kiyan,8,2020
12423,Kiyan,8,2021
12424,Kiyan,26,2022
12425,Kiều,2,2012
12426,Kiều,2,2020
12427,Kiệt,2,2015
12428,Kjeld,2,2015
12429,Kjell,10,2012
12430,Kjell,8,2013
12431,Kjell,9,2015
12432,Kjell,8,2016
12433,Kjell,6,2017
12434,Kjell,5,2018
12435,Kjell,6,2020
12436,Klaas,2,2012
12437,Klaas,2,2013
12438,Klaas,7,2014
12439,Klaas,4,2015
12440,Klaas,6,2016
12441,Klaas,2,2017
12442,Klaas,7,2018
12443,Klaas,4,2019
12444,Klaas,4,2021
12445,Klara,79,2012
12446,Klara,75,2013
12447,Klara,86,2014
12448,Klara,91,2015
12449,Klara,89,2016
12450,Klara,90,2017
12451,Klara,98,2018
12452,Klara,90,2019
12453,Klara,84,2020
12454,Klara,57,2021
12455,Klara,48,2022
12456,Klaudia,4,2014
12457,Klaudia,2,2018
12458,Klaus,22,2012
12459,Klaus,36,2013
12460,Klaus,25,2014
12461,Klaus,10,2015
12462,Klaus,19,2016
12463,Klaus,15,2017
12464,Klaus,14,2018
12465,Klaus,16,2019
12466,Klaus,16,2020
12467,Klaus,15,2021
12468,Klaus,9,2022
12469,Klaus-dieter,2,2013
12470,Klea,2,2016
12471,Klea,2,2020
12472,Klea,2,2021
12473,Klea,2,2022
12474,Klemens,2,2015
12475,Kleo,2,2022
12476,Knut,2,2016
12477,Kobi,2,2019
12478,Kofi,2,2016
12479,Kofi,2,2020
12480,Koko,2,2019
12481,Kolent,2,2017
12482,Kolibri,2,2020
12483,Kolja,9,2012
12484,Kolja,14,2013
12485,Kolja,11,2014
12486,Kolja,13,2015
12487,Kolja,7,2016
12488,Kolja,4,2017
12489,Kolja,10,2018
12490,Kolja,13,2019
12491,Kolja,10,2020
12492,Kolja,6,2021
12493,Kolja,8,2022
12494,Kolshus,2,2017
12495,Konrad,47,2012
12496,Konrad,40,2013
12497,Konrad,50,2014
12498,Konrad,43,2015
12499,Konrad,42,2016
12500,Konrad,20,2017
12501,Konrad,37,2018
12502,Konrad,41,2019
12503,Konrad,9,2020
12504,Konrad,22,2021
12505,Konrad,19,2022
12506,Konstancja,2,2019
12507,Konstantin,76,2012
12508,Konstantin,72,2013
12509,Konstantin,83,2014
12510,Konstantin,113,2015
12511,Konstantin,98,2016
12512,Konstantin,83,2017
12513,Konstantin,87,2018
12514,Konstantin,83,2019
12515,Konstantin,61,2020
12516,Konstantin,66,2021
12517,Konstantin,55,2022
12518,Konstantinos,4,2014
12519,Konstantinos,4,2015
12520,Konstantinos,2,2018
12521,Konstantinos,3,2021
12522,Konstantinovna,2,2014
12523,Koray,6,2012
12524,Koray,2,2013
12525,Koray,4,2014
12526,Koray,2,2016
12527,Koray,2,2017
12528,Koray,4,2018
12529,Koray,3,2020
12530,Korbinian,2,2015
12531,Korbinian,2,2016
12532,Kornel,2,2013
12533,Kornelia,3,2014
12534,Kornelius,2,2012
12535,Kosai,2,2015
12536,Kosay,2,2021
12537,Kosima,2,2015
12538,Kosmo,2,2015
12539,Kosmo,6,2019
12540,Kosmo,2,2022
12541,Kostja,2,2012
12542,Kourosh,2,2012
12543,Krasimirov,2,2017
12544,Krasimirova,2,2021
12545,Krish,2,2020
12546,Krista,2,2015
12547,Kristian,7,2014
12548,Kristian,2,2015
12549,Kristijan,2,2013
12550,Kristijan,2,2014
12551,Kristin,12,2012
12552,Kristin,4,2013
12553,Kristin,4,2014
12554,Kristin,4,2015
12555,Kristin,5,2017
12556,Kristin,2,2018
12557,Kristin,2,2019
12558,Kristin,2,2021
12559,Kristin,2,2022
12560,Kristina,16,2012
12561,Kristina,9,2014
12562,Kristina,4,2015
12563,Kristina,11,2016
12564,Kristina,3,2017
12565,Kristina,4,2019
12566,Kristina,4,2021
12567,Kristina,2,2022
12568,Kron,2,2016
12569,Krystian,3,2012
12570,Krystian,3,2014
12571,Krystyna,2,2012
12572,Krystyna,4,2013
12573,Krystyna,2,2022
12574,Ksenia,4,2014
12575,Kuba,2,2021
12576,Kubilay,4,2012
12577,Kubilay,4,2013
12578,Kubilay,4,2014
12579,Kubilay,2,2017
12580,Kum,2,2020
12581,Kumsal,2,2016
12582,Kuno,2,2013
12583,Kuno,3,2015
12584,Kuno,2,2016
12585,Kuno,6,2017
12586,Kuno,2,2018
12587,Kuno,8,2019
12588,Kuno,6,2020
12589,Kuno,12,2021
12590,Kuno,11,2022
12591,Kurt,21,2012
12592,Kurt,25,2013
12593,Kurt,40,2014
12594,Kurt,19,2015
12595,Kurt,42,2016
12596,Kurt,19,2017
12597,Kurt,21,2018
12598,Kurt,28,2019
12599,Kurt,14,2020
12600,Kurt,31,2021
12601,Kurt,21,2022
12602,Kuzey,12,2012
12603,Kuzey,19,2013
12604,Kuzey,20,2014
12605,Kuzey,12,2015
12606,Kuzey,14,2016
12607,Kuzey,12,2017
12608,Kuzey,9,2018
12609,Kuzey,7,2019
12610,Kuzey,14,2020
12611,Kuzey,9,2021
12612,Kuzey,8,2022
12613,Kwaku,2,2012
12614,Kwaku,3,2016
12615,Kwame,2,2020
12616,Kyan,2,2013
12617,Kylian,7,2019
12618,Kylian,9,2020
12619,Kylian,3,2022
12620,Kylie,2,2017
12621,Kylie,4,2021
12622,Kyra,2,2014
12623,Kyra,2,2018
12624,Kyrill,2,2014
12625,Käte,2,2013
12626,Käthe,7,2012
12627,Käthe,12,2013
12628,Käthe,19,2014
12629,Käthe,27,2015
12630,Käthe,27,2016
12631,Käthe,40,2017
12632,Käthe,16,2018
12633,Käthe,21,2019
12634,Käthe,19,2020
12635,Käthe,20,2021
12636,Käthe,10,2022
12637,Kübra,4,2012
12638,Kübra,7,2013
12639,Kübra,4,2014
12640,Kübra,9,2015
12641,Kübra,6,2016
12642,Kıvanç,2,2020
12643,La,2,2013
12644,Lada,2,2021
12645,Laetitia,6,2012
12646,Laetitia,3,2013
12647,Laetitia,6,2014
12648,Laetitia,4,2015
12649,Laetitia,3,2016
12650,Laetitia,2,2018
12651,Laetitia,2,2019
12652,Laetitia,3,2020
12653,Laetitia,2,2021
12654,Laetitia,4,2022
12655,Lagertha,2,2018
12656,Laia,2,2015
12657,Laia,2,2016
12658,Laia,4,2018
12659,Laia,2,2019
12660,Laila,9,2012
12661,Laila,20,2013
12662,Laila,13,2014
12663,Laila,13,2015
12664,Laila,4,2016
12665,Laila,19,2017
12666,Laila,26,2018
12667,Laila,22,2019
12668,Laila,9,2020
12669,Laila,6,2021
12670,Laila,21,2022
12671,Laith,3,2012
12672,Laith,3,2015
12673,Laith,2,2016
12674,Laith,6,2017
12675,Laith,2,2018
12676,Laith,4,2019
12677,Laith,2,2020
12678,Lakshmi,2,2013
12679,Lale,4,2012
12680,Lale,4,2014
12681,Lale,3,2015
12682,Lale,5,2016
12683,Lale,6,2017
12684,Lale,2,2018
12685,Lale,6,2019
12686,Lale,2,2020
12687,Lam,2,2012
12688,Lam,2,2016
12689,Lam,2,2017
12690,Lamar,2,2014
12691,Lamar,4,2015
12692,Lamar,9,2017
12693,Lamar,4,2018
12694,Lamar,3,2019
12695,Lamar,2,2022
12696,Lamara,2,2018
12697,Lamia,2,2012
12698,Lamia,2,2013
12699,Lamia,4,2014
12700,Lamia,2,2017
12701,Lamin,2,2013
12702,Lamin,2,2014
12703,Lamin,2,2015
12704,Lamin,2,2017
12705,Lamine,2,2018
12706,Lamis,10,2012
12707,Lamis,4,2013
12708,Lamis,6,2014
12709,Lamis,2,2015
12710,Lamis,3,2016
12711,Lamis,5,2017
12712,Lamis,5,2018
12713,Lamis,11,2020
12714,Lamis,2,2021
12715,Lamis,2,2022
12716,Lamiya,2,2016
12717,Lamiz,2,2015
12718,Lan,3,2013
12719,Lana,17,2012
12720,Lana,23,2013
12721,Lana,27,2014
12722,Lana,20,2015
12723,Lana,26,2016
12724,Lana,17,2017
12725,Lana,24,2018
12726,Lana,24,2019
12727,Lana,31,2020
12728,Lana,30,2021
12729,Lana,15,2022
12730,Lando,2,2014
12731,Lando,2,2020
12732,Lanea,2,2013
12733,Lanea,2,2014
12734,Lanea,4,2015
12735,Lanea,2,2020
12736,Laney,2,2014
12737,Laney,2,2015
12738,Lani,2,2012
12739,Lani,2,2013
12740,Lani,2,2020
12741,Lani,5,2021
12742,Lara,147,2012
12743,Lara,162,2013
12744,Lara,148,2014
12745,Lara,141,2015
12746,Lara,123,2016
12747,Lara,137,2017
12748,Lara,142,2018
12749,Lara,149,2019
12750,Lara,133,2020
12751,Lara,129,2021
12752,Lara,120,2022
12753,Lara-marie,2,2014
12754,Lara-sophie,2,2012
12755,Lara-sophie,2,2014
12756,Lareen,2,2014
12757,Larin,2,2016
12758,Larin,3,2017
12759,Larin,2,2018
12760,Larin,4,2020
12761,Larin,6,2021
12762,Larin,4,2022
12763,Larina,2,2015
12764,Laris,2,2022
12765,Larisa,3,2012
12766,Larisa,2,2020
12767,Larisa,2,2021
12768,Larisa,2,2022
12769,Larissa,30,2012
12770,Larissa,27,2013
12771,Larissa,31,2014
12772,Larissa,21,2015
12773,Larissa,23,2016
12774,Larissa,17,2017
12775,Larissa,14,2018
12776,Larissa,6,2019
12777,Larissa,10,2020
12778,Larissa,7,2021
12779,Larissa,6,2022
12780,Lars,31,2012
12781,Lars,15,2013
12782,Lars,32,2014
12783,Lars,21,2015
12784,Lars,37,2016
12785,Lars,11,2017
12786,Lars,17,2018
12787,Lars,12,2019
12788,Lars,10,2020
12789,Lars,7,2021
12790,Lars,8,2022
12791,Laryn,2,2014
12792,Lasse,44,2012
12793,Lasse,42,2013
12794,Lasse,36,2014
12795,Lasse,57,2015
12796,Lasse,41,2016
12797,Lasse,25,2017
12798,Lasse,41,2018
12799,Lasse,50,2019
12800,Lasse,34,2020
12801,Lasse,45,2021
12802,Lasse,32,2022
12803,Laszlo,3,2013
12804,Laszlo,2,2015
12805,Latif,2,2015
12806,Latif,2,2018
12807,Latif,2,2019
12808,Latif,2,2020
12809,Latif,2,2022
12810,Latifa,2,2016
12811,Latifa,2,2017
12812,Latifa,2,2019
12813,Latifa,2,2020
12814,Latifah,2,2014
12815,Latizia,2,2013
12816,Laura,143,2012
12817,Laura,157,2013
12818,Laura,150,2014
12819,Laura,146,2015
12820,Laura,141,2016
12821,Laura,114,2017
12822,Laura,120,2018
12823,Laura,107,2019
12824,Laura,92,2020
12825,Laura,75,2021
12826,Laura,55,2022
12827,Laureen,2,2014
12828,Laureen,2,2015
12829,Laureen,2,2018
12830,Laureen,2,2019
12831,Laurence,2,2016
12832,Laurens,2,2012
12833,Laurens,2,2014
12834,Laurens,5,2016
12835,Laurent,3,2013
12836,Laurent,4,2015
12837,Laurentin,2,2014
12838,Laurenz,17,2012
12839,Laurenz,4,2013
12840,Laurenz,2,2014
12841,Laurenz,8,2015
12842,Laurenz,2,2016
12843,Laurenz,2,2017
12844,Laurenz,4,2018
12845,Laurenz,2,2019
12846,Laurenz,6,2020
12847,Laurenz,4,2021
12848,Laurenz,2,2022
12849,Lauri,3,2013
12850,Lauri,2,2014
12851,Lauri,2,2015
12852,Lauri,2,2016
12853,Laurin,10,2012
12854,Laurin,17,2013
12855,Laurin,13,2014
12856,Laurin,2,2015
12857,Laurin,8,2016
12858,Laurin,10,2017
12859,Laurin,15,2018
12860,Laurin,7,2019
12861,Laurin,11,2020
12862,Laurin,4,2022
12863,Laurina,2,2016
12864,Laurine,2,2012
12865,Lauro,2,2022
12866,Lavin,7,2012
12867,Lavin,2,2013
12868,Lavin,4,2014
12869,Lavin,8,2015
12870,Lavin,3,2016
12871,Lavin,2,2017
12872,Lavin,5,2018
12873,Lavin,9,2019
12874,Lavin,2,2020
12875,Lavin,9,2021
12876,Lavin,13,2022
12877,Lavinia,2,2012
12878,Lavinia,3,2014
12879,Lavinia,6,2015
12880,Lavinia,6,2016
12881,Lavinia,6,2017
12882,Lavinia,2,2020
12883,Lavinia,6,2021
12884,Lavinia,2,2022
12885,Lawrence,2,2021
12886,Laya,3,2016
12887,Laya,2,2017
12888,Laya,4,2018
12889,Laya,8,2020
12890,Laya,2,2021
12891,Layal,4,2012
12892,Layal,5,2013
12893,Layal,2,2014
12894,Layal,2,2015
12895,Layal,2,2016
12896,Layal,8,2017
12897,Layal,2,2018
12898,Layal,12,2019
12899,Layal,6,2020
12900,Layal,2,2021
12901,Layal,7,2022
12902,Layan,6,2013
12903,Layan,10,2015
12904,Layan,8,2016
12905,Layan,12,2017
12906,Layan,12,2018
12907,Layan,15,2019
12908,Layan,13,2020
12909,Layan,14,2021
12910,Layan,21,2022
12911,Layana,2,2019
12912,Layla,14,2012
12913,Layla,9,2013
12914,Layla,13,2014
12915,Layla,13,2015
12916,Layla,7,2016
12917,Layla,14,2017
12918,Layla,10,2018
12919,Layla,19,2019
12920,Layla,15,2020
12921,Layla,21,2021
12922,Layla,13,2022
12923,Layton,2,2012
12924,Lazar,6,2012
12925,Lazar,3,2014
12926,Lazar,4,2015
12927,Lazar,4,2016
12928,Lazar,3,2017
12929,Lazar,4,2019
12930,Lazar,4,2020
12931,Lazar,7,2021
12932,Lazar,4,2022
12933,Laís,2,2019
12934,Le,7,2012
12935,Le,2,2013
12936,Le,5,2015
12937,Le,3,2016
12938,Le,5,2021
12939,Lea,173,2012
12940,Lea,152,2013
12941,Lea,189,2014
12942,Lea,167,2015
12943,Lea,175,2016
12944,Lea,160,2017
12945,Lea,180,2018
12946,Lea,172,2019
12947,Lea,154,2020
12948,Lea,168,2021
12949,Lea,140,2022
12950,Lea-marie,3,2018
12951,Lea-sophie,4,2012
12952,Lea-sophie,5,2013
12953,Lea-sophie,2,2014
12954,Lea-sophie,4,2015
12955,Lea-sophie,6,2016
12956,Leah,18,2012
12957,Leah,20,2013
12958,Leah,12,2014
12959,Leah,18,2015
12960,Leah,25,2016
12961,Leah,24,2017
12962,Leah,16,2018
12963,Leah,18,2019
12964,Leah,16,2020
12965,Leah,15,2021
12966,Leah,12,2022
12967,Lean,2,2012
12968,Lean,2,2013
12969,Lean,2,2014
12970,Lean,2,2015
12971,Lean,9,2016
12972,Lean,4,2017
12973,Lean,7,2018
12974,Lean,14,2019
12975,Lean,6,2020
12976,Lean,8,2021
12977,Lean,6,2022
12978,Leana,3,2012
12979,Leana,2,2013
12980,Leana,6,2014
12981,Leana,3,2015
12982,Leana,6,2016
12983,Leana,2,2017
12984,Leana,7,2018
12985,Leana,5,2019
12986,Leana,2,2020
12987,Leana,11,2021
12988,Leana,4,2022
12989,Leander,63,2012
12990,Leander,68,2013
12991,Leander,55,2014
12992,Leander,67,2015
12993,Leander,57,2016
12994,Leander,58,2017
12995,Leander,45,2018
12996,Leander,55,2019
12997,Leander,43,2020
12998,Leander,67,2021
12999,Leander,81,2022
13000,Leandra,9,2012
13001,Leandra,10,2013
13002,Leandra,11,2014
13003,Leandra,11,2015
13004,Leandra,11,2016
13005,Leandra,2,2017
13006,Leandra,7,2018
13007,Leandra,4,2019
13008,Leandra,3,2020
13009,Leandra,2,2021
13010,Leandra,8,2022
13011,Leandro,31,2012
13012,Leandro,14,2013
13013,Leandro,14,2014
13014,Leandro,24,2015
13015,Leandro,10,2016
13016,Leandro,21,2017
13017,Leandro,8,2018
13018,Leandro,8,2019
13019,Leandro,2,2020
13020,Leandro,13,2021
13021,Leandro,8,2022
13022,Leano,2,2012
13023,Leano,2,2014
13024,Leano,2,2015
13025,Leano,4,2016
13026,Leano,5,2017
13027,Leano,9,2018
13028,Leano,11,2019
13029,Leano,11,2020
13030,Leano,12,2021
13031,Leano,39,2022
13032,Leara,2,2019
13033,Learta,2,2018
13034,Learta,2,2019
13035,Ledion,4,2015
13036,Ledion,2,2017
13037,Lee,8,2012
13038,Lee,13,2013
13039,Lee,7,2014
13040,Lee,11,2015
13041,Lee,13,2016
13042,Lee,9,2017
13043,Lee,9,2018
13044,Lee,7,2019
13045,Lee,7,2020
13046,Lee,7,2021
13047,Lee,5,2022
13048,Leela,2,2012
13049,Leela,2,2018
13050,Leen,2,2012
13051,Leen,3,2015
13052,Leen,8,2016
13053,Leen,10,2017
13054,Leen,11,2018
13055,Leen,8,2019
13056,Leen,7,2020
13057,Leen,6,2021
13058,Leen,5,2022
13059,Leena,2,2015
13060,Leeroy,2,2016
13061,Leev,2,2021
13062,Leevi,10,2012
13063,Leevi,5,2013
13064,Leevi,6,2014
13065,Leevi,4,2016
13066,Leevi,2,2017
13067,Leevi,6,2020
13068,Leevi,2,2021
13069,Leevi,9,2022
13070,Leia,5,2013
13071,Leia,4,2014
13072,Leia,11,2015
13073,Leia,8,2016
13074,Leia,9,2017
13075,Leia,11,2018
13076,Leia,9,2019
13077,Leia,9,2020
13078,Leia,10,2021
13079,Leif,7,2012
13080,Leif,8,2013
13081,Leif,4,2014
13082,Leif,5,2015
13083,Leif,7,2016
13084,Leif,2,2017
13085,Leif,5,2018
13086,Leif,7,2019
13087,Leif,13,2020
13088,Leif,3,2022
13089,Leila,9,2012
13090,Leila,15,2013
13091,Leila,13,2014
13092,Leila,4,2015
13093,Leila,11,2016
13094,Leila,5,2017
13095,Leila,13,2018
13096,Leila,10,2019
13097,Leila,4,2020
13098,Leila,3,2021
13099,Leila,9,2022
13100,Leilani,3,2013
13101,Leilani,4,2014
13102,Leilani,5,2015
13103,Leilani,3,2018
13104,Leilani,2,2019
13105,Leilani,4,2020
13106,Leilani,2,2021
13107,Lejan,2,2022
13108,Lejla,4,2012
13109,Lejla,4,2013
13110,Lejla,8,2015
13111,Lejla,8,2016
13112,Lejla,8,2017
13113,Lejla,2,2020
13114,Lejla,6,2021
13115,Lela,2,2019
13116,Lela,2,2022
13117,Leland,2,2012
13118,Leland,2,2015
13119,Lelia,2,2017
13120,Lemi,2,2012
13121,Lemmy,2,2016
13122,Lemmy,4,2017
13123,Lemonie,2,2017
13124,Lemuel,2,2019
13125,Len,4,2012
13126,Len,2,2013
13127,Len,2,2015
13128,Len,3,2017
13129,Len,2,2018
13130,Len,3,2019
13131,Lena,163,2012
13132,Lena,133,2013
13133,Lena,175,2014
13134,Lena,172,2015
13135,Lena,163,2016
13136,Lena,135,2017
13137,Lena,141,2018
13138,Lena,155,2019
13139,Lena,112,2020
13140,Lena,106,2021
13141,Lena,99,2022
13142,Lena-marie,2,2016
13143,Lena-sophie,2,2013
13144,Lenard,2,2013
13145,Lenard,2,2014
13146,Lene,15,2012
13147,Lene,12,2013
13148,Lene,23,2014
13149,Lene,22,2015
13150,Lene,21,2016
13151,Lene,9,2017
13152,Lene,17,2018
13153,Lene,19,2019
13154,Lene,13,2020
13155,Lene,22,2021
13156,Lene,4,2022
13157,Leni,86,2012
13158,Leni,81,2013
13159,Leni,88,2014
13160,Leni,93,2015
13161,Leni,96,2016
13162,Leni,112,2017
13163,Leni,120,2018
13164,Leni,127,2019
13165,Leni,102,2020
13166,Leni,120,2021
13167,Leni,108,2022
13168,Lenia,3,2012
13169,Lenia,6,2013
13170,Lenia,2,2014
13171,Lenia,3,2015
13172,Lenia,5,2016
13173,Lenia,5,2017
13174,Lenia,2,2018
13175,Lenia,6,2022
13176,Lenja,4,2012
13177,Lenja,10,2013
13178,Lenja,4,2014
13179,Lenja,2,2015
13180,Lenja,6,2016
13181,Lenja,7,2017
13182,Lenja,5,2018
13183,Lenja,9,2019
13184,Lenja,2,2020
13185,Lenka,2,2017
13186,Lenn,4,2012
13187,Lenn,5,2013
13188,Lenn,3,2014
13189,Lenn,6,2015
13190,Lenn,3,2017
13191,Lenn,5,2018
13192,Lenn,6,2019
13193,Lenn,4,2020
13194,Lenn,4,2021
13195,Lenn,2,2022
13196,Lennard,72,2012
13197,Lennard,63,2013
13198,Lennard,70,2014
13199,Lennard,78,2015
13200,Lennard,58,2016
13201,Lennard,60,2017
13202,Lennard,44,2018
13203,Lennard,43,2019
13204,Lennard,42,2020
13205,Lennard,33,2021
13206,Lennard,20,2022
13207,Lennardt,2,2012
13208,Lennart,35,2012
13209,Lennart,35,2013
13210,Lennart,33,2014
13211,Lennart,22,2015
13212,Lennart,20,2016
13213,Lennart,23,2017
13214,Lennart,20,2018
13215,Lennart,16,2019
13216,Lennart,23,2020
13217,Lennart,18,2021
13218,Lennart,15,2022
13219,Lenne,2,2022
13220,Lennert,4,2012
13221,Lenni,4,2017
13222,Lenni,2,2018
13223,Lenni,3,2020
13224,Lenni,2,2022
13225,Lennja,2,2021
13226,Lennon,2,2016
13227,Lennon,2,2022
13228,Lennox,73,2012
13229,Lennox,78,2013
13230,Lennox,45,2014
13231,Lennox,26,2015
13232,Lennox,47,2016
13233,Lennox,39,2017
13234,Lennox,30,2018
13235,Lennox,15,2019
13236,Lennox,16,2020
13237,Lennox,16,2021
13238,Lennox,19,2022
13239,Lenny,18,2012
13240,Lenny,6,2013
13241,Lenny,15,2014
13242,Lenny,19,2015
13243,Lenny,13,2016
13244,Lenny,15,2017
13245,Lenny,17,2018
13246,Lenny,6,2019
13247,Lenny,10,2020
13248,Lenny,4,2021
13249,Lenny,11,2022
13250,Leno,2,2019
13251,Leno,2,2021
13252,Lenox,2,2015
13253,Lenox,4,2016
13254,Lenya,4,2012
13255,Lenya,4,2013
13256,Lenya,4,2014
13257,Lenya,5,2015
13258,Lenya,2,2016
13259,Lenya,2,2017
13260,Lenya,2,2018
13261,Lenya,2,2021
13262,Lenz,4,2012
13263,Lenz,2,2013
13264,Lenz,2,2014
13265,Lenz,2,2015
13266,Lenz,2,2017
13267,Leo,109,2012
13268,Leo,130,2013
13269,Leo,124,2014
13270,Leo,150,2015
13271,Leo,138,2016
13272,Leo,149,2017
13273,Leo,140,2018
13274,Leo,176,2019
13275,Leo,182,2020
13276,Leo,184,2021
13277,Leo,189,2022
13278,Leokadia,2,2019
13279,Leon,255,2012
13280,Leon,237,2013
13281,Leon,229,2014
13282,Leon,262,2015
13283,Leon,255,2016
13284,Leon,237,2017
13285,Leon,270,2018
13286,Leon,262,2019
13287,Leon,246,2020
13288,Leon,273,2021
13289,Leon,227,2022
13290,Leona,9,2012
13291,Leona,7,2013
13292,Leona,10,2014
13293,Leona,13,2015
13294,Leona,6,2016
13295,Leona,4,2017
13296,Leona,7,2018
13297,Leona,10,2019
13298,Leona,5,2020
13299,Leona,6,2021
13300,Leona,21,2022
13301,Leonard,144,2012
13302,Leonard,124,2013
13303,Leonard,143,2014
13304,Leonard,151,2015
13305,Leonard,183,2016
13306,Leonard,170,2017
13307,Leonard,183,2018
13308,Leonard,178,2019
13309,Leonard,142,2020
13310,Leonard,124,2021
13311,Leonard,102,2022
13312,Leonardo,39,2012
13313,Leonardo,39,2013
13314,Leonardo,37,2014
13315,Leonardo,37,2015
13316,Leonardo,47,2016
13317,Leonardo,50,2017
13318,Leonardo,52,2018
13319,Leonardo,46,2019
13320,Leonardo,50,2020
13321,Leonardo,56,2021
13322,Leonardo,46,2022
13323,Leonas,6,2012
13324,Leonas,16,2013
13325,Leonas,8,2014
13326,Leonas,12,2015
13327,Leonas,14,2016
13328,Leonas,10,2017
13329,Leonas,3,2018
13330,Leonas,5,2019
13331,Leonas,2,2020
13332,Leonas,6,2021
13333,Leonas,4,2022
13334,Leone,3,2019
13335,Leonel,2,2012
13336,Leonel,5,2014
13337,Leonel,4,2016
13338,Leonhard,16,2012
13339,Leonhard,25,2013
13340,Leonhard,21,2014
13341,Leonhard,16,2015
13342,Leonhard,25,2016
13343,Leonhard,9,2017
13344,Leonhard,3,2018
13345,Leonhard,5,2019
13346,Leonhard,8,2020
13347,Leonhard,7,2021
13348,Leonhardt,2,2012
13349,Leoni,2,2013
13350,Leoni,2,2015
13351,Leoni,2,2016
13352,Leoni,4,2021
13353,Leoni,4,2022
13354,Leonid,4,2013
13355,Leonid,4,2016
13356,Leonid,2,2017
13357,Leonid,6,2018
13358,Leonid,2,2019
13359,Leonid,6,2021
13360,Leonid,4,2022
13361,Leonidas,14,2012
13362,Leonidas,21,2013
13363,Leonidas,15,2014
13364,Leonidas,14,2015
13365,Leonidas,17,2016
13366,Leonidas,13,2017
13367,Leonidas,5,2018
13368,Leonidas,6,2019
13369,Leonidas,12,2020
13370,Leonidas,8,2021
13371,Leonidas,8,2022
13372,Leonie,164,2012
13373,Leonie,149,2013
13374,Leonie,149,2014
13375,Leonie,154,2015
13376,Leonie,150,2016
13377,Leonie,146,2017
13378,Leonie,132,2018
13379,Leonie,141,2019
13380,Leonie,135,2020
13381,Leonie,115,2021
13382,Leonie,126,2022
13383,Leonie-sophie,2,2012
13384,Leonie-sophie,2,2016
13385,Leonie-sophie,2,2018
13386,Leonita,2,2014
13387,Leonor,2,2014
13388,Leonor,2,2015
13389,Leonor,3,2016
13390,Leonor,2,2017
13391,Leonor,6,2018
13392,Leonora,11,2012
13393,Leonora,9,2013
13394,Leonora,25,2014
13395,Leonora,19,2015
13396,Leonora,26,2016
13397,Leonora,13,2017
13398,Leonora,10,2018
13399,Leonora,16,2019
13400,Leonora,15,2020
13401,Leonora,17,2021
13402,Leonora,17,2022
13403,Leonore,3,2012
13404,Leonore,16,2014
13405,Leonore,10,2015
13406,Leonore,15,2016
13407,Leonore,4,2017
13408,Leonore,11,2018
13409,Leonore,10,2019
13410,Leonore,10,2020
13411,Leonore,16,2022
13412,Leony,3,2015
13413,Leony,2,2017
13414,Leopold,59,2012
13415,Leopold,64,2013
13416,Leopold,62,2014
13417,Leopold,85,2015
13418,Leopold,94,2016
