,vorname,anzahl,bezirk
11197,Khalil,10,tempelhof-schoeneberg
11198,Khan,2,charlottenburg-wilmersdorf
11199,Khan,6,mitte
11200,Khan,2,neukoelln
11201,Khang,30,friedrichshain-kreuzberg
11202,Khang,7,lichtenberg
11203,Khang,14,mitte
11204,Khang,4,pankow
11205,Khang,3,tempelhof-schoeneberg
11206,Khanh,14,friedrichshain-kreuzberg
11207,Khánh,11,friedrichshain-kreuzberg
11208,Khánh,4,lichtenberg
11209,Khánh,9,mitte
11210,Khôi,7,friedrichshain-kreuzberg
11211,Khôi,4,lichtenberg
11212,Khôi,3,pankow
11213,Kiaan,2,charlottenburg-wilmersdorf
11214,Kian,97,charlottenburg-wilmersdorf
11215,Kian,27,friedrichshain-kreuzberg
11216,Kian,15,lichtenberg
11217,Kian,4,marzahn-hellersdorf
11218,Kian,48,mitte
11219,Kian,29,neukoelln
11220,Kian,20,pankow
11221,Kian,2,reinickendorf
11222,Kian,23,spandau
11223,Kian,10,steglitz-zehlendorf
11224,Kian,67,tempelhof-schoeneberg
11225,Kian,5,treptow-koepenick
11226,Kiana,9,charlottenburg-wilmersdorf
11227,Kiana,2,friedrichshain-kreuzberg
11228,Kiana,16,tempelhof-schoeneberg
11229,Kiano,2,charlottenburg-wilmersdorf
11230,Kiano,3,lichtenberg
11231,Kiano,2,mitte
11232,Kiano,2,pankow
11233,Kiano,2,tempelhof-schoeneberg
11234,Kiara,6,charlottenburg-wilmersdorf
11235,Kiara,13,friedrichshain-kreuzberg
11236,Kiara,6,lichtenberg
11237,Kiara,6,marzahn-hellersdorf
11238,Kiara,4,mitte
11239,Kiara,12,neukoelln
11240,Kiara,14,pankow
11241,Kiara,9,spandau
11242,Kiara,2,steglitz-zehlendorf
11243,Kiara,23,tempelhof-schoeneberg
11244,Kiara,2,treptow-koepenick
11245,Kiki,2,pankow
11246,Kiki,2,tempelhof-schoeneberg
11247,Kilian,87,charlottenburg-wilmersdorf
11248,Kilian,40,friedrichshain-kreuzberg
11249,Kilian,29,lichtenberg
11250,Kilian,7,marzahn-hellersdorf
11251,Kilian,49,mitte
11252,Kilian,46,neukoelln
11253,Kilian,76,pankow
11254,Kilian,10,reinickendorf
11255,Kilian,41,spandau
11256,Kilian,23,steglitz-zehlendorf
11257,Kilian,64,tempelhof-schoeneberg
11258,Kilian,18,treptow-koepenick
11259,Killian,2,lichtenberg
11260,Killian,2,pankow
11261,Kim,10,charlottenburg-wilmersdorf
11262,Kim,19,friedrichshain-kreuzberg
11263,Kim,15,lichtenberg
11264,Kim,2,marzahn-hellersdorf
11265,Kim,11,mitte
11266,Kim,5,neukoelln
11267,Kim,18,pankow
11268,Kim,2,reinickendorf
11269,Kim,5,spandau
11270,Kim,2,steglitz-zehlendorf
11271,Kim,13,tempelhof-schoeneberg
11272,Kim,2,treptow-koepenick
11273,Kimberley,2,tempelhof-schoeneberg
11274,Kimberly,3,friedrichshain-kreuzberg
11275,Kimberly,25,lichtenberg
11276,Kimberly,5,marzahn-hellersdorf
11277,Kimberly,5,mitte
11278,Kimberly,13,neukoelln
11279,Kimberly,14,pankow
11280,Kimberly,2,reinickendorf
11281,Kimberly,9,spandau
11282,Kimberly,2,tempelhof-schoeneberg
11283,Kimi,4,charlottenburg-wilmersdorf
11284,Kimi,4,friedrichshain-kreuzberg
11285,Kimi,2,neukoelln
11286,Kimi,6,pankow
11287,Kinan,2,charlottenburg-wilmersdorf
11288,Kinan,3,mitte
11289,Kinan,2,spandau
11290,Kinan,2,tempelhof-schoeneberg
11291,King,2,friedrichshain-kreuzberg
11292,King,2,tempelhof-schoeneberg
11293,Kinga,3,charlottenburg-wilmersdorf
11294,Kinga,2,tempelhof-schoeneberg
11295,Kingston,2,mitte
11296,Kira,44,charlottenburg-wilmersdorf
11297,Kira,22,friedrichshain-kreuzberg
11298,Kira,27,lichtenberg
11299,Kira,4,marzahn-hellersdorf
11300,Kira,29,mitte
11301,Kira,5,neukoelln
11302,Kira,40,pankow
11303,Kira,2,reinickendorf
11304,Kira,22,spandau
11305,Kira,3,steglitz-zehlendorf
11306,Kira,30,tempelhof-schoeneberg
11307,Kira,8,treptow-koepenick
11308,Kiran,2,charlottenburg-wilmersdorf
11309,Kiran,2,friedrichshain-kreuzberg
11310,Kiran,2,neukoelln
11311,Kiran,2,tempelhof-schoeneberg
11312,Kirill,6,friedrichshain-kreuzberg
11313,Kirill,4,lichtenberg
11314,Kirill,5,mitte
11315,Kirill,2,pankow
11316,Kirill,4,spandau
11317,Kirill,2,tempelhof-schoeneberg
11318,Kirilov,2,mitte
11319,Kirilov,2,neukoelln
11320,Kito,2,friedrichshain-kreuzberg
11321,Kiyan,35,charlottenburg-wilmersdorf
11322,Kiyan,8,friedrichshain-kreuzberg
11323,Kiyan,2,lichtenberg
11324,Kiyan,4,mitte
11325,Kiyan,8,neukoelln
11326,Kiyan,2,pankow
11327,Kiyan,6,spandau
11328,Kiyan,27,tempelhof-schoeneberg
11329,Kiều,2,friedrichshain-kreuzberg
11330,Kiều,2,pankow
11331,Kiệt,2,friedrichshain-kreuzberg
11332,Kjeld,2,pankow
11333,Kjell,7,charlottenburg-wilmersdorf
11334,Kjell,4,friedrichshain-kreuzberg
11335,Kjell,2,lichtenberg
11336,Kjell,2,mitte
11337,Kjell,2,neukoelln
11338,Kjell,10,pankow
11339,Kjell,8,spandau
11340,Kjell,15,tempelhof-schoeneberg
11341,Kjell,2,treptow-koepenick
11342,Klaas,9,charlottenburg-wilmersdorf
11343,Klaas,6,friedrichshain-kreuzberg
11344,Klaas,6,lichtenberg
11345,Klaas,2,mitte
11346,Klaas,7,pankow
11347,Klaas,8,tempelhof-schoeneberg
11348,Klara,115,charlottenburg-wilmersdorf
11349,Klara,84,friedrichshain-kreuzberg
11350,Klara,69,lichtenberg
11351,Klara,28,marzahn-hellersdorf
11352,Klara,83,mitte
11353,Klara,56,neukoelln
11354,Klara,145,pankow
11355,Klara,11,reinickendorf
11356,Klara,75,spandau
11357,Klara,23,steglitz-zehlendorf
11358,Klara,161,tempelhof-schoeneberg
11359,Klara,37,treptow-koepenick
11360,Klaudia,2,friedrichshain-kreuzberg
11361,Klaudia,2,neukoelln
11362,Klaudia,2,spandau
11363,Klaus,32,charlottenburg-wilmersdorf
11364,Klaus,10,friedrichshain-kreuzberg
11365,Klaus,21,lichtenberg
11366,Klaus,3,marzahn-hellersdorf
11367,Klaus,33,mitte
11368,Klaus,12,neukoelln
11369,Klaus,25,pankow
11370,Klaus,3,reinickendorf
11371,Klaus,13,spandau
11372,Klaus,41,tempelhof-schoeneberg
11373,Klaus,4,treptow-koepenick
11374,Klaus-Dieter,2,pankow
11375,Klea,6,neukoelln
11376,Klea,2,pankow
11377,Klemens,2,tempelhof-schoeneberg
11378,Kleo,2,tempelhof-schoeneberg
11379,Knut,2,friedrichshain-kreuzberg
11380,Kobi,2,tempelhof-schoeneberg
11381,Kofi,2,friedrichshain-kreuzberg
11382,Kofi,2,mitte
11383,Koko,2,pankow
11384,Kolent,2,mitte
11385,Kolibri,2,mitte
11386,Kolja,15,charlottenburg-wilmersdorf
11387,Kolja,13,friedrichshain-kreuzberg
11388,Kolja,4,lichtenberg
